alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_nom_fr,"Energie, N x facteur Jones, avec fibres  (kJ/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),AG saturés (g/100 g),Fibres alimentaires (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Vitamine C (mg/100 g)
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, cuisinée, appertisée, égouttée",-,"73,5","6,28","11,8","0,64","0,42","0,11",4,0,"0,59",traces
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot blanc, appertisé, égoutté",-,"70,1","6,57","10,9","0,4","0,52","0,11",7,0,"0,69",0
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, bouilli/cuit à l'eau",469,"66,9","6,75",12,"1,1","0,3","0,25","13,8",0,"0,023","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot rouge, appertisé, égoutté",-,"68,9","8,31",13,"0,97",1,"0,41",7,0,"0,68","0,2"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot mungo, bouilli/cuit à l'eau",-,"72,5","7,54","11,9","0,55","2,01","0,038","6,4",0,"0,018",1
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Pois chiche, appertisé, égoutté",-,"72,1","6,74",15,"2,68","0,5","0,3","5,45",0,"0,54","0,1"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, vert, bouilli/cuit à l'eau",-,63,"5,63","15,8","1,1","0,5","0,19","16,5","< 0,7","0,071","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Fève, pelée, surgelée, cuite à l'eau",-,"80,7","6,4",9,"0,5","< 0,2","0,11","2,9",0,"0,018","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Fève, surgelée, bouillie/cuite à l'eau",-,"80,5","5,6","7,4","< 0,5",1,"< 0,01","5,8",0,"0,02","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille verte, bouillie/cuite à l'eau",535,"64,8","10,1","16,2","0,58","0,2","0,093","8,45",0,"0,015","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille blonde, bouillie/cuite à l'eau",-,"66,4","9,7","16,3","0,7","0,4","0,13",6,0,"< 0,13","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille corail, bouillie/cuite à l'eau",-,"65,1","10,6",15,"0,5","0,26","0,09","8,2",0,"< 0,13","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Légume sec, cuit (aliment moyen)",,"69,1","8,38","12,1","0,62","1,31","0,12","9,34",0,"0,012","1,05"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Fève à écosser, fraîche",-,"76,8","6,76","4,2","0,67","0,37","0,13","5,85",0,"0,094","18,4"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, germée",-,"67,3","8,86",19,"0,58",0,"0,061","3,1",0,"0,028","16,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lupin, graine crue",-,"10,4","36,2","21,5","9,74",0,"1,16","18,9",0,"0,038","4,8"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Fève, fraîche, surgelée",-,"75,8","7,5","7,95","0,22","2,15","0,1","3,6","0,83","0,022",0
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, surgelé",-,"55,1","9,32","25,6","0,7","0,4","0,1","4,4",0,"0,78",0
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Fève, pelée, surgelée, crue",-,0,"14,9","14,9","0,3",2,0,"6,5",0,"0,038",0
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot blanc, sec",-,"10,6","19,1","43,9","1,78","1,92","0,22","16,8",0,"0,028","2,04"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille, sèche",-,"8,96","25,4","50,6","1,34","1,25","0,13","7,63",0,"0,21","4,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Pois cassé, sec",-,"8,33","22,8",52,"1,44","2,75","0,23","15,8",0,"0,051","1,4"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Pois chiche, sec",-,"8,99","20,5","47,5","5,85","6,5","0,55","13,3",0,"0,08","3,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Fève, sèche",-,11,"26,1","33,3","1,53","5,7","0,25",25,0,"0,033","1,4"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot rouge, sec",-,"11,8","22,5","46,1","1,06","2,1","0,15","15,2",0,"0,03","4,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot mungo, sec",-,"9,52","24,5","47,6","1,42",0,"0,24","16,7",0,"0,066","12,2"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille corail, sèche",-,"8,8","27,7","44,9","0,8","1,29","0,14","15,4",0,"< 0,13","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, vert, sec",-,"8,5","19,1","42,1","2,6",0,"0,35","23,4","< 0,7","0,02","< 0,5"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille verte, sèche",-,"9,5","25,1","44,5","1,8","1,1","0,24","16,4",0,"< 0,13","1,63"
"fruits, légumes, légumineuses et oléagineux",légumineuses,"Lentille blonde, sèche",-,"8,8","26,1","48,3","1,9","1,4","0,32","12,1",0,"< 0,13","< 0,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot, dénoyauté, cru",194,"87,1","0,81","9,01","< 0,5","6,7","< 0,01","1,7",0,"< 0,013","2,55"
"fruits, légumes, légumineuses et oléagineux",fruits,"Ananas, pulpe, cru",231,"85,5","< 0,5","11,7","< 0,5","10,5","< 0,01","1,2",0,"< 0,013","46,1"
"fruits, légumes, légumineuses et oléagineux",fruits,"Banane, pulpe, crue",383,"75,8","1,06","19,7","< 0,5","15,6","< 0,01","2,7",0,"< 0,013","7,16"
"fruits, légumes, légumineuses et oléagineux",fruits,"Cassis, cru",-,"80,5","1,33","9,68","0,86","9,68","0,14","5,8",0,"0,0063",181
"fruits, légumes, légumineuses et oléagineux",fruits,"Cerise, dénoyautée, crue",235,"85,7","0,81",13,"< 0,3",10,"< 0,01","1,6",0,"< 0,013","4,09"
"fruits, légumes, légumineuses et oléagineux",fruits,"Citron, pulpe, cru",118,"91,3","< 0,5","1,56","< 0,5","0,8","< 0,01","< 0,5",0,"< 0,013",45
"fruits, légumes, légumineuses et oléagineux",fruits,"Coing, cru",-,"83,8","0,51","13,4","0,1","6,3","0,0085","1,9",0,"0,01",15
"fruits, légumes, légumineuses et oléagineux",fruits,"Figue, crue",293,"80,2","1,19","13,5","< 0,5","12,2","< 0,01","4,1",0,"0,013","< 0,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Fraise, crue",162,"90,3","0,63","6,03","< 0,5","5,6","< 0,01","3,8",0,"< 0,013",54
"fruits, légumes, légumineuses et oléagineux",fruits,"Framboise, crue",206,"86,8","1,19","5,83","0,8","5,4","0,13","4,3",0,"< 0,013","18,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Fruit de la passion ou maracudja, pulpe et pépins, cru",425,"73,6","2,13","10,9",3,"8,5","0,54","6,8",0,"< 0,013","25,6"
"fruits, légumes, légumineuses et oléagineux",fruits,"Grenade, pulpe et pépins, crue",340,"79,4","1,44","14,3","1,2","13,3","0,07","2,3",0,"< 0,013","9,02"
"fruits, légumes, légumineuses et oléagineux",fruits,"Groseille, crue",289,"82,1","1,56","7,06","0,7","6,63","0,21","4,6",0,"< 0,013","29,8"
"fruits, légumes, légumineuses et oléagineux",fruits,"Groseille à maquereau, crue",-,"87,9","0,75","4,88","0,59",0,"0,058","4,03",0,"0,0038",29
"fruits, légumes, légumineuses et oléagineux",fruits,"Kiwi, pulpe et graines, cru",255,"83,5","0,88",11,"0,6","8,9","0,13","2,4",0,"< 0,013","81,9"
"fruits, légumes, légumineuses et oléagineux",fruits,"Litchi, pulpe, cru",344,"80,5","1,13","16,1","< 0,5","15,7","< 0,01",2,0,"< 0,013","19,2"
"fruits, légumes, légumineuses et oléagineux",fruits,"Clémentine ou Mandarine, pulpe, crue",200,87,"0,81","9,17","< 0,5","8,6","< 0,01","1,7",0,"< 0,013","49,2"
"fruits, légumes, légumineuses et oléagineux",fruits,"Mangue, pulpe, crue",314,"81,1","0,63","14,3","< 0,5","12,9","< 0,01","1,6",0,"< 0,013",25
"fruits, légumes, légumineuses et oléagineux",fruits,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",265,"84,2","1,13","14,8","< 0,5","10,6","< 0,01","1,3",0,"0,06","8,14"
"fruits, légumes, légumineuses et oléagineux",fruits,"Mirabelle, crue",325,"78,1","0,63",18,"< 0,5","13,3","< 0,01","2,2",0,"< 0,013","5,29"
"fruits, légumes, légumineuses et oléagineux",fruits,"Myrtille, crue",244,"84,2","0,87","10,6","0,33","9,96","0,028","2,4",0,"0,0025","9,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Mûre (de ronce), crue",198,"86,1","1,13","6,53","0,7","6,1","0,07","5,2",0,"< 0,013","10,1"
"fruits, légumes, légumineuses et oléagineux",fruits,"Nectarine ou brugnon, pulpe et peau, crue",-,"87,6","1,16","8,9","0,31","7,89","0,025","1,7",0,"0,0027","5,4"
"fruits, légumes, légumineuses et oléagineux",fruits,"Orange, pulpe, crue",192,"87,3","0,75","8,03","< 0,5","7,6","< 0,01","2,7",0,"< 0,013","47,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Papaye, pulpe, crue",178,"88,8","0,75","8,53","< 0,3","8,1","< 0,01","1,8",0,"< 0,013","65,3"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pastèque, pulpe, crue",165,91,"0,69","8,33","< 0,5","7,9","< 0,01","0,5",0,"< 0,013","4,26"
"fruits, légumes, légumineuses et oléagineux",fruits,"Poire, pulpe et peau, crue",-,"83,5","0,49","10,9","0,27","9,01","0,067","2,9",0,"0,0045","4,62"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, pulpe et peau, crue",-,"85,4","0,25","11,6","0,25","9,35","0,052","1,4",0,"0,0037","6,25"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomelo (dit Pamplemousse), pulpe, cru",169,"89,3","< 0,5","8,02","< 0,5","6,6","< 0,01","0,8",0,"< 0,013","42,4"
"fruits, légumes, légumineuses et oléagineux",fruits,"Prune Reine-Claude, crue",301,"80,1","0,94","16,4","< 0,5","10,4","< 0,01","1,7","< 0,22","< 0,013","4,16"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche, pulpe et peau, crue",-,"88,6","1,08",9,"0,33","8,16","0,027","1,6",0,"0,0075","6,6"
"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin blanc, à gros grain (type Italia ou Dattier), cru",311,"80,9","0,75","16,6","< 0,5","15,5","< 0,01",1,"< 0,13","< 0,013","1,07"
"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin noir, cru",-,84,"0,63","15,6","0,4",15,"0,13","1,4",0,"0,0075","10,8"
"fruits, légumes, légumineuses et oléagineux",fruits,"Rhubarbe, tige, crue",-,92,"0,78","1,47","0,23","1,47","0,053","2,47",0,"0,0093","9,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, pulpe, crue",-,"86,7","0,27","10,7","0,13","10,1","0,021","1,3",0,0,4
"fruits, légumes, légumineuses et oléagineux",fruits,"Carambole, pulpe, crue",-,"91,4","1,15","3,9","0,32","3,9","0,019","2,8",0,"0,005","34,4"
"fruits, légumes, légumineuses et oléagineux",fruits,"Anone ou chérimole, pulpe, crue",-,"79,4","1,72","15,4","0,64","12,9","0,23","2,65",0,"0,018","12,1"
"fruits, légumes, légumineuses et oléagineux",fruits,"Feijoa, pulpe, crue",-,"83,3","0,71","8,2","0,42","8,2","0,1","6,4",0,"0,0075","32,9"
"fruits, légumes, légumineuses et oléagineux",fruits,"Figue de Barbarie, pulpe et graines, crue",-,"88,4","0,37",6,"0,31","1,02","0,01","4,45",0,"0,011","12,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Kaki, pulpe, cru",290,"81,8","0,88","14,3","< 0,3","13,9","< 0,01","3,4",0,"< 0,013","3,41"
"fruits, légumes, légumineuses et oléagineux",fruits,"Citron vert ou Lime, pulpe, cru",170,"86,3","1,13","3,14","< 0,3","2,1","< 0,01","4,3",0,"0,015","29,3"
"fruits, légumes, légumineuses et oléagineux",fruits,"Mûre noire (du mûrier), crue",-,"87,7","1,44","8,1","0,39","8,1","0,027","1,7",0,"0,025","36,4"
"fruits, légumes, légumineuses et oléagineux",fruits,"Ramboutan, pulpe, crue",-,78,"0,65",20,"0,21",0,0,"0,9",0,"0,028","4,9"
"fruits, légumes, légumineuses et oléagineux",fruits,"Tamarin, fruit mûr, pulpe, cru",-,"31,4","2,65","57,4","0,6","38,8","0,24","5,1",0,"0,07","3,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Goyave, pulpe, crue",-,"83,5","1,59","9,02","0,73","8,92","0,21","5,15",0,"0,005",228
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Canada, pulpe, crue",-,"84,4","0,4","11,6","0,1",11,0,"1,6",0,"0,0092",4
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Golden, pulpe, crue",232,"85,5","< 0,5","11,7","< 0,5","11,3","< 0,01","2,5",0,"< 0,013","1,29"
"fruits, légumes, légumineuses et oléagineux",fruits,"Prune, crue",-,87,"0,66","9,92","0,29","9,92","0,038","1,5",0,"0,0075","7,25"
"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin Chasselas, cru",335,"79,4","0,75","16,9","0,5","16,5","0,12",2,0,"< 0,013","4,14"
"fruits, légumes, légumineuses et oléagineux",fruits,"Poire, pulpe, crue",-,"85,1","0,3","10,4","0,1","10,4",0,"2,47","< 0,02","0,0075",6
"fruits, légumes, légumineuses et oléagineux",fruits,"Griotte, crue",-,"86,1","1,1","10,5","0,3","8,49","0,084","1,65",0,"0,0063",10
"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin, cru",-,"80,5","0,72","15,7","0,16","15,5","0,054","0,9",0,"0,005","3,2"
"fruits, légumes, légumineuses et oléagineux",fruits,"Canneberge ou cranberry, crue",-,"86,8","0,75","7,6","0,13","4,04","0,011","5,13",0,"0,02","13,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Granny Smith, pulpe, crue",227,"85,3","< 0,5","11,4","< 0,5","10,6","< 0,01","2,6",0,"< 0,013","2,21"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Granny Smith, pulpe et peau, crue",217,"85,8","< 0,5","10,7","< 0,5","10,1","< 0,01","2,8",0,"< 0,013","2,31"
"fruits, légumes, légumineuses et oléagineux",fruits,"Citron, zeste, cru",-,"81,6","1,38","5,4","0,3","4,17","0,042","10,6",0,"0,015",129
"fruits, légumes, légumineuses et oléagineux",fruits,"Sureau, baie, crue",-,"79,8","0,64","11,4","0,5",0,"0,028",7,0,"0,018","32,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Myrtille, surgelée, crue",-,"84,3","0,68","8,9","0,43","8,9","0,032","2,81",0,"0,0026","8,08"
"fruits, légumes, légumineuses et oléagineux",fruits,"Salade de fruits, crue",-,78,"0,5","11,4","0,15","11,2",0,"1,23","0,03","0,0037",20
"fruits, légumes, légumineuses et oléagineux",fruits,"Framboise, surgelée, crue",-,"85,9","1,16","6,43","0,8","6,03","0,062","6,05",0,"0,0053","24,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Nectarine ou brugnon, jaune, pulpe et peau, crue",218,"86,6","0,69","11,3","< 0,5","8,8","< 0,01","0,6",0,"< 0,013","3,38"
"fruits, légumes, légumineuses et oléagineux",fruits,"Nectarine ou brugnon, blanche, pulpe et peau, crue",220,"86,5","0,81","11,4","< 0,5","8,9","< 0,01","< 0,5",0,"< 0,013","3,01"
"fruits, légumes, légumineuses et oléagineux",fruits,"Mûre (de ronce), surgelée, crue",-,"82,2","1,22","10,7","0,42",0,"0,015",5,0,"0,0025","3,1"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomelo (dit Pamplemousse) jaune, pulpe, cru",-,"90,5","0,69","7,31","0,1","7,31","0,014","1,1",0,0,"33,3"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomelo (dit Pamplemousse) rose, pulpe, cru",-,"88,1","0,77","6,2","0,14","6,2","0,021","1,6",0,0,"31,2"
"fruits, légumes, légumineuses et oléagineux",fruits,"Poire Conférence, pulpe, crue",223,"85,3","< 0,5","11,4","< 0,5","9,4","< 0,01","3,1",0,"< 0,013","1,39"
"fruits, légumes, légumineuses et oléagineux",fruits,"Poire Williams, pulpe, crue",228,"84,7","< 0,5","11,5","< 0,5","9,4","< 0,01","3,1",0,"< 0,013","2,57"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Chantecler, pulpe, crue",219,"86,4","< 0,5","11,2","< 0,5","10,8","< 0,01","1,9",0,"< 0,013","2,85"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Gala, pulpe, crue",230,"85,5","< 0,5","11,9","< 0,5","11,1","< 0,01","1,9",0,"< 0,013","1,33"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Pink lady, pulpe, crue",254,"83,6","< 0,5","12,8","< 0,5","12,3","< 0,01","2,9",0,"< 0,013","2,13"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche blanche, pulpe et peau, crue",199,"87,6","0,69","9,48","< 0,5","8,7","< 0,01","2,1",0,"< 0,013","3,85"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche blanche, pulpe, crue",195,"87,6","0,63","9,63","< 0,5","7,8","< 0,01","1,1",0,"< 0,013","4,09"
"fruits, légumes, légumineuses et oléagineux",fruits,"Pêche jaune, pulpe, crue",196,"87,8","0,69","9,8","< 0,5","7,6","< 0,01",1,0,"< 0,013","3,43"
"fruits, légumes, légumineuses et oléagineux",fruits,"Dourian, pulpe, cru",-,65,"1,47","23,3","5,33",0,0,"3,8",0,"0,005","19,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Kumquat, sans pépin, cru",-,"81,9","1,57","9,6","1,18","9,36","0,17","5,45",0,"0,02",45
"fruits, légumes, légumineuses et oléagineux",fruits,"Longan, pulpe, cru",-,"82,8","1,31",14,"0,1",0,0,"1,1",0,0,84
"fruits, légumes, légumineuses et oléagineux",fruits,"Pamplemousse chinois, pulpe, cru",-,"89,1","0,76","8,62","0,04",0,0,1,0,"0,0025",61
"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Golden, pulpe et peau, crue",242,"85,1","< 0,5","12,8","< 0,5","11,5","< 0,01","1,4",0,"< 0,013","< 0,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin noir Muscat, cru",381,"76,7","0,69",20,"< 0,5","19,6","< 0,01","2,7",0,"< 0,013","3,11"
"fruits, légumes, légumineuses et oléagineux",fruits,"Melon miel ou melon honeydew, pulpe, cru",-,"91,9","0,58","4,3","0,17","4,3","0,044","0,75",0,"0,06","16,8"
"fruits, légumes, légumineuses et oléagineux",fruits,"Fruits rouges, crus (framboises, fraises, groseilles, cassis)",-,"84,5","1,11","7,88","0,31","7,4",0,"5,3",0,"0,008",87
"fruits, légumes, légumineuses et oléagineux",fruits,Fruit cru (aliment moyen),251,"84,5","0,7","11,6","0,26","9,89","0,023","1,97","0,0034","0,0088","20,9"
"fruits, légumes, légumineuses et oléagineux",fruits,Compote de pomme,432,"72,9","0,23","24,4","0,21","20,7","0,017","1,53",0,traces,"14,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Rhubarbe, tige, cuite, sucrée",-,"67,8","0,39","29,2","0,05","28,7","0,014",2,0,"0,0025","3,3"
"fruits, légumes, légumineuses et oléagineux",fruits,"Compote, tout type de fruits",434,"73,1","< 0,5","23,9","0,092","23,1","0,068",2,0,"< 0,013",42
"fruits, légumes, légumineuses et oléagineux",fruits,"Compote, tout type de fruits, allégée en sucres",279,"82,9","< 0,5","15,3","0,08","14,6","0,037","1,6",0,"< 0,013","11,5"
"fruits, légumes, légumineuses et oléagineux",fruits,"Chayote ou christophine ou chouchou, crue",-,"94,2","0,72","2,8","0,12","1,66","0,028","1,7",0,"0,005","7,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Compote, tout type de fruits, allégée en sucres, rayon frais",-,"83,9","0,32","14,9","0,48","14,3","0,14","1,4",0,"0,011","10,1"
"fruits, légumes, légumineuses et oléagineux",fruits,"Compote de pomme, allégée en sucres",276,"82,9","< 0,5","15,1","0,08","14,3","0,064","1,3",0,"< 0,013","7,75"
"fruits, légumes, légumineuses et oléagineux",fruits,"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)",-,"79,4","0,32","19,5","0,2","16,6","0,028","1,61",0,"0,0049","11,8"
"fruits, légumes, légumineuses et oléagineux",fruits,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""",249,"84,2","< 0,5","13,4","< 0,3","11,3","< 0,01","1,7",0,"< 0,013","16,7"
"fruits, légumes, légumineuses et oléagineux",fruits,"Spécialité de fruits divers, sucrée (mélange pulpes et/ou purées de fruits, mais toujours avec autre ingrédient)",-,0,"0,41","16,9","0,56","15,8","0,12","1,53",0,"0,0084","10,5"
